Date,Time,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Sale or Return,Discount (Yes/No)
2021-10-10,10:15:03.842,102900005115878,0.311,10.0,sale,No
2021-10-10,10:32:48.516,102900005115878,0.703,10.0,sale,No
2021-10-10,10:37:13.909,102900005115878,0.351,10.0,sale,No
2021-10-10,10:41:45.045,102900005115878,0.341,10.0,sale,No
2021-10-10,10:48:18.758,102900005115878,0.633,10.0,sale,No
2021-10-10,10:49:26.825,102900005115878,0.331,10.0,sale,No
2021-10-10,11:12:32.639,102900005115878,0.382,10.0,sale,No
2021-10-10,12:27:56.077,102900005115878,0.361,10.0,sale,No
2021-10-10,12:37:52.272,102900005115878,0.743,10.0,sale,No
2021-10-10,12:55:28.764,102900005115878,0.301,10.0,sale,No
2021-10-10,13:07:36.733,102900005115878,0.372,10.0,sale,No
2021-10-10,13:12:53.661,102900005115878,0.321,10.0,sale,No
2021-10-10,13:23:35.863,102900005115878,0.291,10.0,sale,No
2021-10-10,14:24:50.139,102900005115878,0.351,10.0,sale,No
2021-10-10,14:30:05.626,102900005115878,0.361,10.0,sale,No
2021-10-10,16:11:10.359,102900005115878,0.462,10.0,sale,No
2021-10-10,16:22:26.186,102900005115878,0.673,10.0,sale,No
2021-10-10,16:33:50.066,102900005115878,0.432,10.0,sale,No
2021-10-10,16:33:53.573,102900005115878,0.452,10.0,sale,No
2021-10-10,16:36:57.250,102900005115878,0.251,10.0,sale,No
2021-10-10,16:41:53.291,102900005115878,0.251,10.0,sale,No
2021-10-10,16:51:43.302,102900005115878,0.211,10.0,sale,No
2021-10-10,16:55:56.592,102900005115878,0.201,10.0,sale,No
2021-10-10,16:58:21.936,102900005115878,0.462,10.0,sale,No
2021-10-10,17:03:28.898,102900005115878,0.251,10.0,sale,No
2021-10-10,17:11:16.717,102900005115878,0.201,10.0,sale,No
2021-10-10,17:16:36.440,102900005115878,0.412,10.0,sale,No
2021-10-10,17:24:42.655,102900005115878,0.181,10.0,sale,No
2021-10-10,17:27:25.855,102900005115878,0.251,10.0,sale,No
2021-10-10,17:31:08.217,102900005115878,0.472,10.0,sale,No
2021-10-10,17:35:40.623,102900005115878,0.412,10.0,sale,No
2021-10-10,17:50:16.690,102900005115878,0.241,10.0,sale,No
2021-10-10,17:55:46.108,102900005115878,0.261,10.0,sale,No
2021-10-10,18:06:39.235,102900005115878,0.251,10.0,sale,No
2021-10-10,18:09:36.387,102900005115878,0.201,10.0,sale,No
2021-10-10,18:27:48.653,102900005115878,0.211,10.0,sale,No
2021-10-10,18:42:07.895,102900005115878,0.442,10.0,sale,No
2021-10-10,19:00:25.577,102900005115878,0.231,10.0,sale,No
2021-10-10,19:05:10.629,102900005115878,0.191,10.0,sale,No
2021-10-10,19:14:29.936,102900005115878,-0.191,10.0,return,No
2021-10-10,19:15:19.467,102900005115878,0.231,10.0,sale,No
2021-10-10,19:16:24.030,102900005115878,0.191,10.0,sale,No
2021-10-10,19:35:01.482,102900005115878,0.201,10.0,sale,No
2021-10-10,19:39:59.783,102900005115878,0.472,10.0,sale,No
2021-10-10,19:41:20.811,102900005115878,0.211,10.0,sale,No
2021-10-10,19:46:26.575,102900005115878,0.251,10.0,sale,No
2021-10-10,19:49:05.186,102900005115878,0.211,10.0,sale,No
2021-10-10,19:50:11.864,102900005115878,0.191,10.0,sale,No
2021-10-11,09:44:50.420,102900005115878,0.302,6.0,sale,Yes
2021-10-11,09:51:21.639,102900005115878,0.331,6.0,sale,Yes
2021-10-11,10:17:30.437,102900005115878,0.259,6.0,sale,Yes
2021-10-11,10:56:07.715,102900005115878,0.603,6.0,sale,Yes
2021-10-11,10:59:36.090,102900005115878,0.273,6.0,sale,Yes
2021-10-11,11:02:10.389,102900005115878,0.287,6.0,sale,Yes
2021-10-11,11:13:56.233,102900005115878,0.302,6.0,sale,Yes
2021-10-11,11:14:06.983,102900005115878,0.287,6.0,sale,Yes
2021-10-11,11:46:16.217,102900005115878,0.331,6.0,sale,Yes
2021-10-11,12:31:30.483,102900005115878,0.316,7.0,sale,No
2021-10-11,13:10:34.662,102900005115878,0.273,6.0,sale,Yes
2021-10-11,14:32:09.947,102900005115878,0.259,6.0,sale,Yes
2021-10-11,15:25:10.045,102900005115878,0.575,6.0,sale,Yes
2021-10-11,15:44:15.447,102900005115878,0.244,6.0,sale,Yes
2021-10-11,16:03:30.811,102900005115878,0.287,6.0,sale,Yes
2021-10-11,16:22:09.592,102900005115878,0.259,6.0,sale,Yes
2021-10-11,16:47:05.576,102900005115878,0.259,6.0,sale,Yes
2021-10-11,17:04:10.038,102900005115878,0.316,6.0,sale,Yes
2021-10-11,17:08:41.310,102900005115878,0.259,6.0,sale,Yes
2021-10-11,17:11:00.367,102900005115878,0.489,6.0,sale,Yes
2021-10-11,17:11:07.857,102900005115878,0.287,7.0,sale,No
2021-10-11,17:24:42.795,102900005115878,0.517,6.0,sale,Yes
2021-10-11,17:28:41.658,102900005115878,0.273,6.0,sale,Yes
2021-10-11,17:50:01.842,102900005115878,0.316,6.0,sale,Yes
2021-10-11,18:14:10.334,102900005115878,0.244,6.0,sale,Yes
2021-10-11,18:14:57.195,102900005115878,0.23,7.0,sale,No
2021-10-11,18:19:31.782,102900005115878,0.273,6.0,sale,Yes
2021-10-11,18:20:59.464,102900005115878,0.445,6.0,sale,Yes
2021-10-11,18:33:07.765,102900005115878,0.287,6.0,sale,Yes
2021-10-11,18:59:47.325,102900005115878,0.603,6.0,sale,Yes
2021-10-12,09:22:34.063,102900005115878,0.618,6.0,sale,Yes
2021-10-12,10:00:34.830,102900005115878,0.963,6.0,sale,Yes
2021-10-12,10:55:55.819,102900005115878,0.331,6.0,sale,Yes
2021-10-12,11:06:21.775,102900005115878,0.704,6.0,sale,Yes
2021-10-12,11:17:00.030,102900005115878,0.388,6.0,sale,Yes
2021-10-12,11:55:00.155,102900005115878,0.374,6.0,sale,Yes
2021-10-12,12:17:41.826,102900005115878,0.331,6.0,sale,Yes
2021-10-12,12:19:24.401,102900005115878,0.302,6.0,sale,Yes
2021-10-12,12:29:46.967,102900005115878,0.345,6.0,sale,Yes
2021-10-12,13:47:48.155,102900005115878,0.618,6.0,sale,Yes
2021-10-12,14:03:47.048,102900005115878,0.388,6.0,sale,Yes
2021-10-12,16:13:17.686,102900005115878,0.661,6.0,sale,Yes
2021-10-12,16:32:20.694,102900005115878,0.244,6.0,sale,Yes
2021-10-12,17:33:39.967,102900005115878,0.431,6.0,sale,Yes
2021-10-12,17:38:31.780,102900005115878,0.359,6.0,sale,Yes
2021-10-12,17:56:27.632,102900005115878,0.402,6.0,sale,Yes
2021-10-12,18:26:21.563,102900005115878,0.402,6.0,sale,Yes
2021-10-12,18:27:26.045,102900005115878,0.374,6.0,sale,Yes
2021-10-12,18:40:56.561,102900005115878,0.374,6.0,sale,Yes
2021-10-12,18:56:22.355,102900005115878,0.374,6.0,sale,Yes
2021-10-13,09:19:21.934,102900005115878,0.316,6.0,sale,Yes
2021-10-13,09:57:51.076,102900005115878,0.302,6.0,sale,Yes
2021-10-13,09:58:17.623,102900005115878,0.546,6.0,sale,Yes
2021-10-13,10:14:29.889,102900005115878,0.345,6.0,sale,Yes
2021-10-13,11:42:44.826,102900005115878,0.244,6.0,sale,Yes
2021-10-13,12:00:08.170,102900005115878,0.273,6.0,sale,Yes
2021-10-13,14:04:23.936,102900005115878,0.287,6.0,sale,Yes
2021-10-13,15:01:38.264,102900005115878,0.273,6.0,sale,Yes
2021-10-13,15:56:46.655,102900005115878,0.316,6.0,sale,Yes
2021-10-13,16:30:00.704,102900005115878,0.503,7.0,sale,No
2021-10-13,17:10:41.122,102900005115878,0.331,6.0,sale,Yes
2021-10-13,17:34:48.254,102900005115878,0.331,7.0,sale,No
2021-10-13,17:41:18.363,102900005115878,0.273,6.0,sale,Yes
2021-10-13,18:10:52.297,102900005115878,0.244,6.0,sale,Yes
2021-10-13,18:15:35.329,102900005115878,0.302,6.0,sale,Yes
2021-10-13,18:18:42.408,102900005115878,0.273,6.0,sale,Yes
2021-10-13,18:19:37.602,102900005115878,0.23,7.0,sale,No
2021-10-13,18:21:58.451,102900005115878,0.302,6.0,sale,Yes
2021-10-13,18:23:13.971,102900005115878,0.302,7.0,sale,No
2021-10-13,18:43:39.466,102900005115878,0.287,6.0,sale,Yes
2021-10-13,18:43:40.326,102900005115878,0.287,6.0,sale,Yes
2021-10-13,18:54:17.721,102900005115878,0.474,6.0,sale,Yes
2021-10-13,19:14:52.498,102900005115878,-0.302,6.0,return,No
2021-10-13,19:36:03.585,102900005115878,0.316,6.0,sale,Yes
2021-10-14,09:36:22.445,102900005115878,0.273,6.0,sale,Yes
2021-10-14,10:36:17.076,102900005115878,0.632,6.0,sale,Yes
2021-10-14,11:38:48.284,102900005115878,0.244,6.0,sale,Yes
2021-10-14,11:53:15.123,102900005115878,0.69,6.0,sale,Yes
2021-10-14,13:01:03.091,102900005115878,0.331,6.0,sale,Yes
2021-10-14,13:49:28.639,102900005115878,0.56,6.0,sale,Yes
2021-10-14,15:39:53.123,102900005115878,0.345,7.0,sale,No
2021-10-14,15:51:19.765,102900005115878,0.359,6.0,sale,Yes
2021-10-14,15:55:08.264,102900005115878,0.618,6.0,sale,Yes
2021-10-14,16:16:57.701,102900005115878,0.244,6.0,sale,Yes
2021-10-14,16:20:40.807,102900005115878,0.273,6.0,sale,Yes
2021-10-14,18:22:31.436,102900005115878,0.331,6.0,sale,Yes
2021-10-14,18:22:39.571,102900005115878,0.388,6.0,sale,Yes
2021-10-14,18:34:57.014,102900005115878,0.287,6.0,sale,Yes
2021-10-14,18:51:06.233,102900005115878,0.445,6.0,sale,Yes
2021-10-15,09:27:57.764,102900005115878,0.532,6.0,sale,Yes
2021-10-15,09:31:51.202,102900005115878,0.388,6.0,sale,Yes
2021-10-15,09:37:15.436,102900005115878,0.287,7.0,sale,No
2021-10-15,09:41:43.701,102900005115878,0.388,6.0,sale,Yes
2021-10-15,09:56:18.936,102900005115878,0.747,6.0,sale,Yes
2021-10-15,09:57:25.983,102900005115878,0.718,6.0,sale,Yes
2021-10-15,10:02:56.434,102900005115878,0.345,6.0,sale,Yes
2021-10-15,10:19:27.795,102900005115878,0.331,6.0,sale,Yes
2021-10-15,10:26:34.795,102900005115878,0.546,6.0,sale,Yes
2021-10-15,11:06:01.998,102900005115878,0.417,6.0,sale,Yes
2021-10-15,11:08:03.920,102900005115878,0.302,6.0,sale,Yes
2021-10-15,11:39:19.124,102900005115878,0.374,6.0,sale,Yes
2021-10-15,11:46:43.760,102900005115878,0.747,6.0,sale,Yes
2021-10-15,11:48:09.311,102900005115878,0.575,6.0,sale,Yes
2021-10-15,11:48:12.842,102900005115878,0.388,7.0,sale,No
2021-10-15,12:00:48.592,102900005115878,0.316,6.0,sale,Yes
2021-10-15,12:23:04.623,102900005115878,0.273,6.0,sale,Yes
2021-10-15,13:04:27.451,102900005115878,0.374,7.0,sale,No
2021-10-15,13:15:20.180,102900005115878,0.632,7.0,sale,No
2021-10-15,13:18:28.967,102900005115878,1.106,6.0,sale,Yes
2021-10-15,13:59:38.269,102900005115878,0.345,7.0,sale,No
2021-10-15,15:28:17.420,102900005115878,0.661,6.0,sale,Yes
2021-10-15,16:34:52.100,102900005115878,0.445,6.0,sale,Yes
2021-10-15,16:57:50.014,102900005115878,0.302,6.0,sale,Yes
2021-10-15,16:58:20.405,102900005115878,0.589,6.0,sale,Yes
2021-10-15,17:26:37.764,102900005115878,0.302,7.0,sale,No
2021-10-15,17:44:25.076,102900005115878,0.331,6.0,sale,Yes
2021-10-15,17:55:52.920,102900005115878,0.517,6.0,sale,Yes
2021-10-16,09:33:59.576,102900005115878,0.518,12.0,sale,No
2021-10-16,09:34:43.623,102900005115878,0.51,12.0,sale,No
2021-10-16,09:35:52.655,102900005115878,0.552,12.0,sale,No
2021-10-16,09:41:50.826,102900005115878,0.46,12.0,sale,No
2021-10-16,09:44:42.304,102900005115878,0.418,12.0,sale,No
2021-10-16,09:51:24.834,102900005115878,0.468,12.0,sale,No
2021-10-16,09:58:29.905,102900005115878,0.443,12.0,sale,No
2021-10-16,10:07:28.039,102900005115878,0.376,12.0,sale,No
2021-10-16,10:09:09.565,102900005115878,0.401,12.0,sale,No
2021-10-16,10:16:26.784,102900005115878,0.418,12.0,sale,No
2021-10-16,10:24:41.061,102900005115878,0.937,12.0,sale,No
2021-10-16,10:25:21.696,102900005115878,0.393,12.0,sale,No
2021-10-16,10:31:22.452,102900005115878,0.477,12.0,sale,No
2021-10-16,10:35:05.655,102900005115878,0.351,12.0,sale,No
2021-10-16,10:38:58.050,102900005115878,0.418,12.0,sale,No
2021-10-16,10:47:57.986,102900005115878,0.401,12.0,sale,No
2021-10-16,10:53:50.014,102900005115878,0.435,12.0,sale,No
2021-10-16,10:55:05.147,102900005115878,0.443,12.0,sale,No
2021-10-16,10:56:05.811,102900005115878,0.36,12.0,sale,No
2021-10-16,11:00:10.358,102900005115878,0.426,12.0,sale,No
2021-10-16,11:21:37.467,102900005115878,0.577,12.0,sale,No
2021-10-16,11:35:26.497,102900005115878,0.41,12.0,sale,No
2021-10-16,11:37:45.264,102900005115878,0.36,12.0,sale,No
2021-10-16,11:46:01.076,102900005115878,0.652,12.0,sale,No
2021-10-16,12:20:25.514,102900005115878,0.368,12.0,sale,No
2021-10-16,12:31:47.861,102900005115878,0.435,12.0,sale,No
2021-10-17,10:12:59.592,102900005115878,0.652,12.0,sale,No
2021-10-17,10:14:40.027,102900005115878,0.268,12.0,sale,No
2021-10-17,10:35:56.696,102900005115878,0.251,12.0,sale,No
2021-10-17,10:36:42.349,102900005115878,0.268,12.0,sale,No
2021-10-17,10:45:32.926,102900005115878,0.318,12.0,sale,No
2021-10-17,10:50:24.733,102900005115878,0.36,12.0,sale,No
2021-10-17,10:55:29.915,102900005115878,0.192,12.0,sale,No
2021-10-17,10:56:45.998,102900005115878,0.301,12.0,sale,No
2021-10-17,11:10:41.632,102900005115878,0.36,12.0,sale,No
2021-10-17,11:13:06.072,102900005115878,0.293,12.0,sale,No
2021-10-17,11:24:35.186,102900005115878,0.577,12.0,sale,No
2021-10-17,11:38:42.686,102900005115878,0.276,12.0,sale,No
2021-10-17,11:42:25.716,102900005115878,0.268,12.0,sale,No
2021-10-17,12:15:00.514,102900005115878,0.368,12.0,sale,No
2021-10-17,12:32:28.592,102900005115878,0.268,12.0,sale,No
2021-10-17,13:16:42.381,102900005115878,0.585,12.0,sale,No
2021-10-17,14:19:57.686,102900005115878,0.552,12.0,sale,No
2021-10-17,15:13:43.029,102900005115878,0.284,12.0,sale,No
2021-10-17,15:14:16.108,102900005115878,0.544,12.0,sale,No
2021-10-17,15:40:22.314,102900005115878,0.259,12.0,sale,No
2021-10-17,16:15:32.361,102900005115878,0.226,12.0,sale,No
2021-10-17,16:27:14.804,102900005115878,0.268,12.0,sale,No
2021-10-17,17:23:49.887,102900005115878,0.343,12.0,sale,No
2021-10-17,17:25:16.379,102900005115878,0.753,12.0,sale,No
2021-10-17,17:41:52.470,102900005115878,0.368,12.0,sale,No
2021-10-17,17:49:33.196,102900005115878,0.376,12.0,sale,No
2021-10-17,17:52:33.830,102900005115878,0.226,12.0,sale,No
2021-10-17,18:19:02.906,102900005115878,0.284,12.0,sale,No
2021-10-17,18:42:35.842,102900005115878,0.552,12.0,sale,No
2021-10-18,09:54:00.640,102900005115878,0.661,12.0,sale,No
2021-10-18,12:55:21.576,102900005115878,0.334,12.0,sale,No
2021-10-18,13:24:45.451,102900005115878,0.293,12.0,sale,No
2021-10-18,13:30:24.920,102900005115878,0.368,12.0,sale,No
2021-10-18,13:47:30.936,102900005115878,0.518,12.0,sale,No
2021-10-18,15:28:25.237,102900005115878,0.46,12.0,sale,No
2021-10-18,15:41:22.483,102900005115878,0.309,12.0,sale,No
2021-10-18,15:49:46.714,102900005115878,0.368,12.0,sale,No
2021-10-18,15:50:57.134,102900005115878,0.485,12.0,sale,No
2021-10-18,16:19:28.927,102900005115878,0.309,12.0,sale,No
2021-10-18,17:43:06.155,102900005115878,0.276,12.0,sale,No
2021-10-18,17:54:19.811,102900005115878,0.443,12.0,sale,No
2021-10-18,18:11:28.873,102900005115878,0.309,12.0,sale,No
2021-10-18,18:54:25.152,102900005115878,0.385,12.0,sale,No
2021-10-19,10:46:34.967,102900005115878,0.385,12.0,sale,No
2021-10-19,10:46:39.264,102900005115878,0.778,12.0,sale,No
2021-10-19,14:51:29.170,102900005115878,0.51,12.0,sale,No
2021-10-19,17:56:41.701,102900005115878,0.276,12.0,sale,No
2021-10-19,19:59:33.471,102900005115878,0.326,12.0,sale,No
2021-10-20,09:47:09.876,102900005115878,0.301,12.0,sale,No
2021-10-20,09:55:29.108,102900005115878,0.309,12.0,sale,No
2021-10-20,10:07:05.936,102900005115878,0.268,12.0,sale,No
2021-10-20,10:21:12.233,102900005115878,0.61,12.0,sale,No
2021-10-20,10:26:28.389,102900005115878,0.309,12.0,sale,No
2021-10-20,10:30:16.514,102900005115878,0.293,12.0,sale,No
2021-10-20,10:32:56.517,102900005115878,0.276,12.0,sale,No
2021-10-20,11:58:08.748,102900005115878,0.393,12.0,sale,No
2021-10-20,12:29:55.655,102900005115878,0.418,12.0,sale,No
2021-10-20,12:52:30.795,102900005115878,0.602,12.0,sale,No
2021-10-20,13:54:24.576,102900005115878,0.301,12.0,sale,No
2021-10-20,14:41:34.050,102900005115878,0.318,12.0,sale,No
2021-10-20,15:20:40.149,102900005115878,0.318,12.0,sale,No
2021-10-20,15:30:04.248,102900005115878,0.284,12.0,sale,No
2021-10-20,15:59:27.655,102900005115878,0.393,12.0,sale,No
2021-10-20,16:05:40.873,102900005115878,0.46,12.0,sale,No
2021-10-20,16:29:10.132,102900005115878,0.343,12.0,sale,No
2021-10-20,16:56:36.442,102900005115878,0.284,12.0,sale,No
2021-10-20,17:07:24.699,102900005115878,0.318,12.0,sale,No
2021-10-20,17:21:34.155,102900005115878,0.318,12.0,sale,No
2021-10-20,17:56:54.483,102900005115878,0.585,12.0,sale,No
2021-10-20,18:02:42.315,102900005115878,0.259,12.0,sale,No
2021-10-20,18:08:15.559,102900005115878,0.435,12.0,sale,No
2021-10-20,18:10:55.592,102900005115878,0.293,12.0,sale,No
2021-10-20,18:21:05.967,102900005115878,0.293,12.0,sale,No
2021-10-20,18:22:29.373,102900005115878,0.435,12.0,sale,No
2021-10-20,18:30:10.174,102900005115878,0.351,12.0,sale,No
2021-10-20,18:31:15.596,102900005115878,0.251,12.0,sale,No
2021-10-20,18:31:28.753,102900005115878,0.234,12.0,sale,No
2021-10-20,18:32:14.858,102900005115878,0.276,12.0,sale,No
2021-10-21,09:58:11.594,102900005115878,0.358,14.0,sale,No
2021-10-21,11:19:48.155,102900005115878,0.373,14.0,sale,No
2021-10-21,11:42:10.532,102900005115878,0.401,14.0,sale,No
2021-10-21,12:57:08.371,102900005115878,0.351,14.0,sale,No
2021-10-21,13:58:15.748,102900005115878,0.681,14.0,sale,No
2021-10-21,14:29:06.233,102900005115878,0.308,14.0,sale,No
2021-10-21,15:29:07.451,102900005115878,0.559,14.0,sale,No
2021-10-21,15:29:42.170,102900005115878,0.358,14.0,sale,No
2021-10-21,15:29:50.612,102900005115878,0.315,14.0,sale,No
2021-10-21,17:05:36.878,102900005115878,0.58,14.0,sale,No
2021-10-21,17:31:05.280,102900005115878,0.373,14.0,sale,No
2021-10-21,18:15:20.988,102900005115878,0.38,14.0,sale,No
2021-10-21,18:32:06.992,102900005115878,0.559,14.0,sale,No
2021-10-21,18:40:33.280,102900005115878,0.423,14.0,sale,No
2021-10-21,18:47:44.979,102900005115878,0.459,14.0,sale,No
2021-10-22,09:28:12.592,102900005115878,0.437,14.0,sale,No
2021-10-22,09:35:00.011,102900005115878,0.258,14.0,sale,No
2021-10-22,10:52:09.993,102900005115878,0.222,14.0,sale,No
2021-10-22,11:32:27.583,102900005115878,0.645,14.0,sale,No
2021-10-22,13:57:28.311,102900005115878,0.466,14.0,sale,No
2021-10-22,14:54:24.542,102900005115878,0.244,14.0,sale,No
2021-10-22,15:23:06.748,102900005115878,0.451,14.0,sale,No
2021-10-22,16:28:47.796,102900005115878,0.373,14.0,sale,No
2021-10-22,16:55:31.842,102900005115878,0.423,14.0,sale,No
2021-10-22,17:12:33.711,102900005115878,0.423,14.0,sale,No
2021-10-22,17:49:15.817,102900005115878,0.287,14.0,sale,No
2021-10-22,17:49:45.373,102900005115878,0.365,14.0,sale,No
2021-10-22,18:07:05.561,102900005115878,0.595,14.0,sale,No
2021-10-22,18:37:25.920,102900005115878,0.444,14.0,sale,No
2021-10-22,18:42:58.488,102900005115878,0.408,14.0,sale,No
2021-10-22,18:46:55.428,102900005115878,0.165,14.0,sale,No
2021-10-22,19:39:54.056,102900005115878,0.516,14.0,sale,No
2021-10-23,09:43:42.068,102900005115878,0.337,14.0,sale,No
2021-10-23,10:08:20.164,102900005115878,0.373,14.0,sale,No
2021-10-23,10:47:24.539,102900005115878,0.587,14.0,sale,No
2021-10-23,10:55:40.186,102900005115878,0.272,14.0,sale,No
2021-10-23,10:57:07.480,102900005115878,0.244,14.0,sale,No
2021-10-23,10:57:34.997,102900005115878,0.272,14.0,sale,No
2021-10-23,10:57:44.514,102900005115878,0.322,14.0,sale,No
2021-10-23,11:25:05.780,102900005115878,0.279,14.0,sale,No
2021-10-23,11:32:23.593,102900005115878,0.322,14.0,sale,No
2021-10-23,11:41:01.988,102900005115878,0.537,14.0,sale,No
2021-10-23,12:02:10.406,102900005115878,0.387,14.0,sale,No
2021-10-23,12:38:46.155,102900005115878,0.236,14.0,sale,No
2021-10-23,12:56:03.914,102900005115878,0.272,14.0,sale,No
2021-10-23,13:15:00.641,102900005115878,0.48,14.0,sale,No
2021-10-23,14:30:09.309,102900005115878,0.351,14.0,sale,No
2021-10-23,15:02:57.826,102900005115878,0.244,14.0,sale,No
2021-10-23,15:05:45.176,102900005115878,0.258,14.0,sale,No
2021-10-23,15:43:38.265,102900005115878,0.817,14.0,sale,No
2021-10-23,16:00:36.530,102900005115878,0.265,14.0,sale,No
2021-10-23,16:03:42.677,102900005115878,0.265,14.0,sale,No
2021-10-23,16:31:09.295,102900005115878,0.573,14.0,sale,No
2021-10-23,17:32:32.326,102900005115878,0.258,14.0,sale,No
2021-10-23,17:35:10.467,102900005115878,0.236,14.0,sale,No
2021-10-23,17:36:23.838,102900005115878,0.158,14.0,sale,No
2021-10-23,17:57:17.051,102900005115878,0.33,14.0,sale,No
2021-10-23,18:01:22.688,102900005115878,0.516,14.0,sale,No
2021-10-23,18:53:14.936,102900005115878,0.258,14.0,sale,No
2021-10-23,19:15:06.389,102900005115878,0.552,14.0,sale,No
2021-10-23,19:33:38.639,102900005115878,0.272,14.0,sale,No
2021-10-24,09:52:52.965,102900005115878,0.279,14.0,sale,No
2021-10-24,10:22:05.748,102900005115878,0.344,14.0,sale,No
2021-10-24,10:44:48.700,102900005115878,0.279,14.0,sale,No
2021-10-24,11:11:49.045,102900005115878,0.33,14.0,sale,No
2021-10-24,11:13:56.400,102900005115878,0.537,14.0,sale,No
2021-10-24,12:15:23.346,102900005115878,0.308,14.0,sale,No
2021-10-24,13:29:49.768,102900005115878,0.308,14.0,sale,No
2021-10-24,13:53:12.076,102900005115878,0.279,14.0,sale,No
2021-10-24,15:09:33.617,102900005115878,0.33,14.0,sale,No
2021-10-24,16:21:19.683,102900005115878,0.559,14.0,sale,No
2021-10-24,16:33:47.851,102900005115878,0.337,14.0,sale,No
2021-10-24,17:19:46.748,102900005115878,0.272,14.0,sale,No
2021-10-24,17:25:08.561,102900005115878,0.272,14.0,sale,No
2021-10-24,17:38:00.066,102900005115878,0.272,14.0,sale,No
2021-10-24,17:44:17.639,102900005115878,0.473,14.0,sale,No
2021-10-24,17:58:45.139,102900005115878,0.301,14.0,sale,No
2021-10-24,18:24:55.352,102900005115878,0.638,14.0,sale,No
2021-10-24,18:26:51.862,102900005115878,0.516,14.0,sale,No
2021-10-25,09:58:27.076,102900005115878,0.339,8.0,sale,No
2021-10-25,10:48:19.142,102900005115878,0.264,8.0,sale,No
2021-10-25,11:41:33.540,102900005115878,0.54,8.0,sale,No
2021-10-25,13:29:59.905,102900005115878,0.276,8.0,sale,No
2021-10-25,17:03:37.391,102900005115878,0.641,8.0,sale,No
2021-10-25,17:36:08.998,102900005115878,0.666,8.0,sale,No
2021-10-25,17:45:37.498,102900005115878,0.364,8.0,sale,No
2021-10-25,18:33:53.609,102900005115878,0.276,8.0,sale,No
2021-10-25,19:24:00.203,102900005115878,0.314,8.0,sale,No
2021-10-26,09:39:34.825,102900005115878,0.402,8.0,sale,No
2021-10-26,09:40:41.452,102900005115878,0.226,8.0,sale,No
2021-10-26,10:07:08.826,102900005115878,0.415,8.0,sale,No
2021-10-26,10:13:50.029,102900005115878,0.214,8.0,sale,No
2021-10-26,10:16:03.682,102900005115878,0.415,8.0,sale,No
2021-10-26,10:24:07.127,102900005115878,0.188,8.0,sale,No
2021-10-26,11:15:17.475,102900005115878,0.415,8.0,sale,No
2021-10-26,11:18:54.815,102900005115878,0.226,8.0,sale,No
2021-10-26,11:23:13.090,102900005115878,0.716,8.0,sale,No
2021-10-26,11:35:30.436,102900005115878,0.327,8.0,sale,No
2021-10-26,12:27:31.860,102900005115878,0.402,8.0,sale,No
2021-10-26,13:12:36.045,102900005115878,0.239,8.0,sale,No
2021-10-26,13:21:48.237,102900005115878,0.226,8.0,sale,No
2021-10-26,13:53:07.691,102900005115878,0.352,8.0,sale,No
2021-10-26,14:02:43.592,102900005115878,0.452,8.0,sale,No
2021-10-26,14:18:01.215,102900005115878,0.477,8.0,sale,No
2021-10-26,15:05:47.061,102900005115878,0.201,8.0,sale,No
2021-10-26,15:14:27.155,102900005115878,0.44,8.0,sale,No
2021-10-26,16:15:10.764,102900005115878,0.515,8.0,sale,No
2021-10-26,16:25:56.811,102900005115878,0.515,8.0,sale,No
2021-10-26,16:41:30.936,102900005115878,0.477,8.0,sale,No
2021-10-26,17:27:19.764,102900005115878,0.377,8.0,sale,No
2021-10-26,17:33:12.027,102900005115878,0.264,8.0,sale,No
2021-10-26,17:41:26.218,102900005115878,0.616,8.0,sale,No
2021-10-27,09:37:08.905,102900005115878,0.377,8.0,sale,No
2021-10-27,09:39:42.842,102900005115878,0.465,8.0,sale,No
2021-10-27,09:45:08.639,102900005115878,0.729,8.0,sale,No
2021-10-27,10:06:41.942,102900005115878,0.314,8.0,sale,No
2021-10-27,10:22:56.233,102900005115878,0.226,8.0,sale,No
2021-10-27,11:17:43.030,102900005115878,0.201,8.0,sale,No
2021-10-27,11:17:44.923,102900005115878,0.452,8.0,sale,No
2021-10-27,15:51:44.542,102900005115878,0.503,8.0,sale,No
2021-10-27,16:45:58.166,102900005115878,0.276,8.0,sale,No
2021-10-27,16:58:21.520,102900005115878,0.402,8.0,sale,No
2021-10-27,17:46:45.796,102900005115878,0.528,8.0,sale,No
2021-10-27,18:05:46.015,102900005115878,0.214,8.0,sale,No
2021-10-27,18:20:46.873,102900005115878,0.553,8.0,sale,No
2021-10-27,18:32:56.780,102900005115878,0.239,8.0,sale,No
2021-10-27,18:36:22.908,102900005115878,0.302,8.0,sale,No
2021-10-27,19:31:53.764,102900005115878,0.452,8.0,sale,No
2021-10-27,19:43:41.530,102900005115878,0.616,8.0,sale,No
2021-10-28,09:50:20.889,102900005115878,0.515,8.0,sale,No
2021-10-28,10:35:09.467,102900005115878,0.389,8.0,sale,No
2021-10-28,13:44:30.264,102900005115878,0.44,8.0,sale,No
2021-10-28,13:51:20.817,102900005115878,0.226,8.0,sale,No
2021-10-28,15:56:20.840,102900005115878,0.503,8.0,sale,No
2021-10-28,16:05:20.451,102900005115878,0.427,8.0,sale,No
